chinyungudutswa	t͡ʃ i ɲ u ŋɡ u d u t͡s w a
chinyungwe	t͡ʃ i ɲ u ŋɡ w e
chinzanga	t͡ʃ i nz a ŋɡ a
chiobvu	t͡ʃ i o b͡v u
chiokisitani	t͡ʃ i o k i s i t a n i
chiomba	t͡ʃ i o mb a
chiongo	t͡ʃ i o ŋɡ o
chiororo	t͡ʃ i o r o r o
chiositani	t͡ʃ i o s i t a n i
chiostironezhiya	t͡ʃ i o s t i r o n e ʒ i j a
chiota	t͡ʃ i o t a
chioza	t͡ʃ i o z a
chipaka	t͡ʃ i p a k a
chipakata	t͡ʃ i p a k a t a
chipakati	t͡ʃ i p a k a t i
chipamba	t͡ʃ i p a mb a
chipambati	t͡ʃ i p a mb a t i
chipambo	t͡ʃ i p a mb o
chipamukwani	t͡ʃ i p a m u k w a n i
chipamuriwo	t͡ʃ i p a m u r i w o
chipanda	t͡ʃ i p a nd a
chipandarudzi	t͡ʃ i p a nd a r u d͡z i
chipande	t͡ʃ i p a nd e
chipandu	t͡ʃ i p a nd u
chipandwa	t͡ʃ i p a nd w a
chipanga	t͡ʃ i p a ŋɡ a
chipangafundo	t͡ʃ i p a ŋɡ a f u nd o
chipangamunyu	t͡ʃ i p a ŋɡ a m u ɲ u
chipangamvura	t͡ʃ i p a ŋɡ a mʷ u r a
chipangandanga	t͡ʃ i p a ŋɡ a nd a ŋɡ a
chipangandimo	t͡ʃ i p a ŋɡ a nd i m o
chipanganerujeko	t͡ʃ i p a ŋɡ a n e r u d͡ʒ e k o
chipangano	t͡ʃ i p a ŋɡ a n o
chipangidzo	t͡ʃ i p a ŋɡ i d͡z o
chipango	t͡ʃ i p a ŋɡ o
chipangula	t͡ʃ i p a ŋɡ u l a
chipangura	t͡ʃ i p a ŋɡ u r a
chipangwa	t͡ʃ i p a ŋɡ w a
chipapa	t͡ʃ i p a p a
chipapika	t͡ʃ i p a p i k a
chipapu	t͡ʃ i p a p u
chipara	t͡ʃ i p a r a
chiparadenda	t͡ʃ i p a r a d e nd a
chipare	t͡ʃ i p a r e
chipari	t͡ʃ i p a r i
chiparira	t͡ʃ i p a r i r a
chipariro	t͡ʃ i p a r i r o
chiparu	t͡ʃ i p a r u
chipasa	t͡ʃ i p a s a
chipasina	t͡ʃ i p a s i n a
chipatara	t͡ʃ i p a t a r a
chipatiso	t͡ʃ i p a t i s o
chipato	t͡ʃ i p a t o
chipauro	t͡ʃ i p a u r o
chipebwe	t͡ʃ i p e b w e
chipedi	t͡ʃ i p e d i
chipeke	t͡ʃ i p e k e
chipembenene	t͡ʃ i p e mb e n e n e
chipembere	t͡ʃ i p e mb e r e
chipembwe	t͡ʃ i p e mb w e
chipendo	t͡ʃ i p e nd o
chipeneti	t͡ʃ i p e n e t i
chipenze	t͡ʃ i p e nz e
chipepe	t͡ʃ i p e p e
chipepera	t͡ʃ i p e p e r a
chipeperabesu	t͡ʃ i p e p e r a b e s u
chipeperahuma	t͡ʃ i p e p e r a h u m a
chipeperebesu	t͡ʃ i p e p e r e b e s u
chipeperehuma	t͡ʃ i p e p e r e h u m a
chipepero	t͡ʃ i p e p e r o
chipere	t͡ʃ i p e r e
chipererabesu	t͡ʃ i p e r e r a b e s u
chipererahuma	t͡ʃ i p e r e r a h u m a
chipesi	t͡ʃ i p e s i
chipesu	t͡ʃ i p e s u
chipeta	t͡ʃ i p e t a
chipfambi	t͡ʃ i p͡f a mb i
chipfeko	t͡ʃ i p͡f e k o
chipfeve	t͡ʃ i p͡f e ʋ e
chipfukuto	t͡ʃ i p͡f u k u t o
chipfumbu	t͡ʃ i p͡f u mb u
chipfundo	t͡ʃ i p͡f u nd o
chipfunho	t͡ʃ i p͡f u n h o
chipfunhu	t͡ʃ i p͡f u n h u
chipfupi	t͡ʃ i p͡f u p i
chipfura	t͡ʃ i p͡f u r a
chipfuva	t͡ʃ i p͡f u ʋ a
chipfuyo	t͡ʃ i p͡f u j o
chiphuthi	t͡ʃ i p h u t h i
chipida	t͡ʃ i p i d a
chipika	t͡ʃ i p i k a
chipikiri	t͡ʃ i p i k i r i
chipiko	t͡ʃ i p i k o
chipili	t͡ʃ i p i l i
chipimautsvo	t͡ʃ i p i m a u t͡sʷ o
chipimo	t͡ʃ i p i m o
chipimwa	t͡ʃ i p i m w a
chipinda	t͡ʃ i p i nd a
chipindi	t͡ʃ i p i nd i
chipinduko	t͡ʃ i p i nd u k o
chipindura	t͡ʃ i p i nd u r a
chipinga	t͡ʃ i p i ŋɡ a
chipinge	t͡ʃ i p i ŋɡ e
chipingidzo	t͡ʃ i p i ŋɡ i d͡z o
chipinya	t͡ʃ i p i ɲ a
chipipi	t͡ʃ i p i p i
chipiri	t͡ʃ i p i r i
chipiriso	t͡ʃ i p i r i s o
chipiyaniso	t͡ʃ i p i j a n i s o
chipo	t͡ʃ i p o
chipoka	t͡ʃ i p o k a
chipoko	t͡ʃ i p o k o
chipondwa	t͡ʃ i p o nd w a
chiponerwo	t͡ʃ i p o n e r w o
chiponya	t͡ʃ i p o ɲ a
chiponzo	t͡ʃ i p o nz o
chipopoteke	t͡ʃ i p o p o t e k e
chiporombe	t͡ʃ i p o r o mb e
chiposha	t͡ʃ i p o ʃ a
chiposhi	t͡ʃ i p o ʃ i
chiposi	t͡ʃ i p o s i
chipota	t͡ʃ i p o t a
chipotero	t͡ʃ i p o t e r o
chipotsi	t͡ʃ i p o t͡s i
chipotswa	t͡ʃ i p o t͡s w a
chipoyera	t͡ʃ i p o j e r a
chipumbu	t͡ʃ i p u mb u
chipunda	t͡ʃ i p u nd a
chipundo	t͡ʃ i p u nd o
chipunga	t͡ʃ i p u ŋɡ a
chipungu	t͡ʃ i p u ŋɡ u
chipunu	t͡ʃ i p u n u
chipunza	t͡ʃ i p u nz a
chipupu	t͡ʃ i p u p u
chipuriro	t͡ʃ i p u r i r o
chipurura	t͡ʃ i p u r u r a
chipute	t͡ʃ i p u t e
chiputukezi	t͡ʃ i p u t u k e z i
chipwa	t͡ʃ i p w a
chipwanya	t͡ʃ i p w a ɲ a
chipwaya	t͡ʃ i p w a j a
chiradza	t͡ʃ i r a d͡z a
chirahwe	t͡ʃ i r a h w e
chirakata	t͡ʃ i r a k a t a
chiramba	t͡ʃ i r a mb a
chirambadare	t͡ʃ i r a mb a d a r e
chirambadoro	t͡ʃ i r a mb a d o r o
chirambagavakava	t͡ʃ i r a mb a ɡ a ʋ a k a ʋ a
chirambahuyo	t͡ʃ i r a mb a h u j o
chirambo	t͡ʃ i r a mb o
chiramwa	t͡ʃ i r a m w a
chirandu	t͡ʃ i r a nd u
chiranga	t͡ʃ i r a ŋɡ a
chirangano	t͡ʃ i r a ŋɡ a n o
chirapa	t͡ʃ i r a p a
chirapameso	t͡ʃ i r a p a m e s o
chirapapfungwa	t͡ʃ i r a p a p͡f u ŋɡ w a
chirara	t͡ʃ i r a r a
chirariro	t͡ʃ i r a r i r o
chiraro	t͡ʃ i r a r o
chirasha	t͡ʃ i r a ʃ a
chiratidzo	t͡ʃ i r a t i d͡z o
chiratini	t͡ʃ i r a t i n i
chirau	t͡ʃ i r a u
chiravanharu	t͡ʃ i r a ʋ a n h a r u
chiravaupamhi	t͡ʃ i r a ʋ a u p a m̤ i
chiraviro	t͡ʃ i r a ʋ i r o
chiraya	t͡ʃ i r a j a
chirayiro	t͡ʃ i r a j i r o
chirebvu	t͡ʃ i r e b͡v u
chiredzi	t͡ʃ i r e d͡z i
chiredzwa	t͡ʃ i r e d͡z w a
chireka	t͡ʃ i r e k a
chirekera	t͡ʃ i r e k e r a
chirema	t͡ʃ i r e m a
chiremba	t͡ʃ i r e mb a
chiremera	t͡ʃ i r e m e r a
chirenda	t͡ʃ i r e nd a
chirendo	t͡ʃ i r e nd o
chirengo	t͡ʃ i r e ŋɡ o
chirengwa	t͡ʃ i r e ŋɡ w a
chirenje	t͡ʃ i r e nd͡ʒ e
chirera	t͡ʃ i r e r a
chirere	t͡ʃ i r e r e
chirerwe	t͡ʃ i r e r w e
chirevo	t͡ʃ i r e ʋ o
chirewa	t͡ʃ i r e w a
chireya	t͡ʃ i r e j a
chirhashiya	t͡ʃ i r h a ʃ i j a
chirheyi	t͡ʃ i r h e j i
chiri	t͡ʃ i r i
chiridza	t͡ʃ i r i d͡z a
chirika	t͡ʃ i r i k a
chirikadzi	t͡ʃ i r i k a d͡z i
chirima	t͡ʃ i r i m a
chirimba	t͡ʃ i r i mb a
chirimbinyu	t͡ʃ i r i mb i ɲ u
chirimi	t͡ʃ i r i m i
chirimo	t͡ʃ i r i m o
chirimujiri	t͡ʃ i r i m u d͡ʒ i r i
chirimunjiri	t͡ʃ i r i m u nd͡ʒ i r i
chirimuta	t͡ʃ i r i m u t a
chirinda	t͡ʃ i r i nd a
chirindi	t͡ʃ i r i nd i
chirindo	t͡ʃ i r i nd o
chiringa	t͡ʃ i r i ŋɡ a
chiringakure	t͡ʃ i r i ŋɡ a k u r e
chiringamipimo	t͡ʃ i r i ŋɡ a m i p i m o
chiringamurongo	t͡ʃ i r i ŋɡ a m u r o ŋɡ o
chiringanhara	t͡ʃ i r i ŋɡ a n h a r a
chiringarongo	t͡ʃ i r i ŋɡ a r o ŋɡ o
chiringiro	t͡ʃ i r i ŋɡ i r o
chiripiro	t͡ʃ i r i p i r o
chiriri	t͡ʃ i r i r i
chirisa	t͡ʃ i r i s a
chiriseri	t͡ʃ i r i s e r i
chiriyo	t͡ʃ i r i j o
chiro	t͡ʃ i r o
chirodza	t͡ʃ i r o d͡z a
chirodzero	t͡ʃ i r o d͡z e r o
chirodzo	t͡ʃ i r o d͡z o
chirombe	t͡ʃ i r o mb e
chiromo	t͡ʃ i r o m o
chironda	t͡ʃ i r o nd a
chirondo	t͡ʃ i r o nd o
chironga	t͡ʃ i r o ŋɡ a
chirongo	t͡ʃ i r o ŋɡ o
chirongoma	t͡ʃ i r o ŋɡ o m a
chirongopedzo	t͡ʃ i r o ŋɡ o p e d͡z o
chirongwe	t͡ʃ i r o ŋɡ w e
chironzi	t͡ʃ i r o nz i
chironzo	t͡ʃ i r o nz o
chiroodza	t͡ʃ i r o o d͡z a
chiropa	t͡ʃ i r o p a
chiroro	t͡ʃ i r o r o
chirorodziva	t͡ʃ i r o r o d͡z i ʋ a
chiroto	t͡ʃ i r o t o
chirove	t͡ʃ i r o ʋ e
chirowodza	t͡ʃ i r o w o d͡z a
chirugumbana	t͡ʃ i r u ɡ u mb a n a
chiruka	t͡ʃ i r u k a
chirukanerujeko	t͡ʃ i r u k a n e r u d͡ʒ e k o
chirukwa	t͡ʃ i r u k w a
chirumanzu	t͡ʃ i r u m a nz u
chirumba	t͡ʃ i r u mb a
chirumbi	t͡ʃ i r u mb i
chirumbu	t͡ʃ i r u mb u
chirume	t͡ʃ i r u m e
chirunda	t͡ʃ i r u nd a
chirundazi	t͡ʃ i r u nd a z i
chirunde	t͡ʃ i r u nd e
chirundo	t͡ʃ i r u nd o
chirundu	t͡ʃ i r u nd u
chirunga	t͡ʃ i r u ŋɡ a
chirungo	t͡ʃ i r u ŋɡ o
chirungu	t͡ʃ i r u ŋɡ u
chirungurira	t͡ʃ i r u ŋɡ u r i r a
chiruvi	t͡ʃ i r u ʋ i
chirwa	t͡ʃ i r w a
chirwere	t͡ʃ i r w e r e
chirwiragwe	t͡ʃ i r w i r a ɡ w e
chirwirangwe	t͡ʃ i r w i r a ŋɡ w e
chisa	t͡ʃ i s a
chisadza	t͡ʃ i s a d͡z a
chisaka	t͡ʃ i s a k a
chisakafanira	t͡ʃ i s a k a f a n i r a
chisakiso	t͡ʃ i s a k i s o
chisamakombwe	t͡ʃ i s a m a k o mb w e
chisamararo	t͡ʃ i s a m a r a r o
chisamarengu	t͡ʃ i s a m a r e ŋɡ u
chisamba	t͡ʃ i s a mb a
chisambara	t͡ʃ i s a mb a r a
chisambi	t͡ʃ i s a mb i
chisamhomho	t͡ʃ i s a m̤ o m̤ o
chisamhuri	t͡ʃ i s a m̤ u r i
chisamwari	t͡ʃ i s a m w a r i
chisana	t͡ʃ i s a n a
chisanga	t͡ʃ i s a ŋɡ a
chisangu	t͡ʃ i s a ŋɡ u
chisano	t͡ʃ i s a n o
chisanyanzvi	t͡ʃ i s a ɲ a nzʷ i
chisanza	t͡ʃ i s a nz a
chisao	t͡ʃ i s a o
chisapa	t͡ʃ i s a p a
chisara	t͡ʃ i s a r a
chisasa	t͡ʃ i s a s a
chisase	t͡ʃ i s a s e
chisasiko	t͡ʃ i s a s i k o
chisata	t͡ʃ i s a t a
chisau	t͡ʃ i s a u
chisavabinyi	t͡ʃ i s a ʋ a b i ɲ i
chisawa	t͡ʃ i s a w a
chisazita	t͡ʃ i s a z i t a
chiseke	t͡ʃ i s e k e
chisema	t͡ʃ i s e m a
chisembe	t͡ʃ i s e mb e
chisemo	t͡ʃ i s e m o
chisena	t͡ʃ i s e n a
chisengazita	t͡ʃ i s e ŋɡ a z i t a
chisenge	t͡ʃ i s e ŋɡ e
chisenza	t͡ʃ i s e nz a
chisepe	t͡ʃ i s e p e
chisepo	t͡ʃ i s e p o
chisera	t͡ʃ i s e r a
chisere	t͡ʃ i s e r e
chisero	t͡ʃ i s e r o
chiserwana	t͡ʃ i s e r w a n a
chisese	t͡ʃ i s e s e
chishaishi	t͡ʃ i ʃ a i ʃ i
chishaiwe	t͡ʃ i ʃ a i w e
chishamba	t͡ʃ i ʃ a mb a
chishambala	t͡ʃ i ʃ a mb a l a
chishanu	t͡ʃ i ʃ a n u
chishara	t͡ʃ i ʃ a r a
chishava	t͡ʃ i ʃ a ʋ a
chishawasha	t͡ʃ i ʃ a w a ʃ a
chishiki	t͡ʃ i ʃ i k i
chishimiko	t͡ʃ i ʃ i m i k o
chishona	t͡ʃ i ʃ o n a
chishongo	t͡ʃ i ʃ o ŋɡ o
chishongrish	t͡ʃ i ʃ o ŋɡ r i ʃ
chishumba	t͡ʃ i ʃ u mb a
chishuvo	t͡ʃ i ʃ u ʋ o
chisi	t͡ʃ i s i
chisika	t͡ʃ i s i k a
chisike	t͡ʃ i s i k e
chisimba	t͡ʃ i s i mb a
chisimbwa	t͡ʃ i s i mb w a
chisimira	t͡ʃ i s i m i r a
chisionekwa	t͡ʃ i s i o n e k w a
chisipiti	t͡ʃ i s i p i t i
chisirimunhu	t͡ʃ i s i r i m u n h u
chisiriya	t͡ʃ i s i r i j a
chisita	t͡ʃ i s i t a
chisiwa	t͡ʃ i s i w a
chiso	t͡ʃ i s o
chisoka	t͡ʃ i s o k a
chisoko	t͡ʃ i s o k o
chisoma	t͡ʃ i s o m a
chisombole	t͡ʃ i s o mb o l e
chisomo	t͡ʃ i s o m o
chisomwe	t͡ʃ i s o m w e
chisonde	t͡ʃ i s o nd e
chisonga	t͡ʃ i s o ŋɡ a
chisongo	t͡ʃ i s o ŋɡ o
chisoni	t͡ʃ i s o n i
chisoro	t͡ʃ i s o r o
chisote	t͡ʃ i s o t e
chisotho	t͡ʃ i s o t h o
chispanish	t͡ʃ i s p a n i ʃ
chisubia	t͡ʃ i s u b i a
chisuka	t͡ʃ i s u k a
chisuko	t͡ʃ i s u k o
chisuku	t͡ʃ i s u k u
chisukuma	t͡ʃ i s u k u m a
chisulu	t͡ʃ i s u l u
chisumamunyati	t͡ʃ i s u m a m u ɲ a t i
chisumazivo	t͡ʃ i s u m a z i ʋ o
chisumba	t͡ʃ i s u mb a
chisumbanje	t͡ʃ i s u mb a nd͡ʒ e
chisumbwa	t͡ʃ i s u mb w a
chisungo	t͡ʃ i s u ŋɡ o
chisunguro	t͡ʃ i s u ŋɡ u r o
chisurudzo	t͡ʃ i s u r u d͡z o
chisutu	t͡ʃ i s u t u
chisuvi	t͡ʃ i s u ʋ i
chisveru	t͡ʃ i sʷ e r u
chisvetasimba	t͡ʃ i sʷ e t a s i mb a
chisviniro	t͡ʃ i sʷ i n i r o
chisvo	t͡ʃ i sʷ o
chisvosve	t͡ʃ i sʷ o sʷ e
chisvusvuro	t͡ʃ i sʷ u sʷ u r o
chiswa	t͡ʃ i s w a
chiswahili	t͡ʃ i s w a h i l i
chiswati	t͡ʃ i s w a t i
chiswazi	t͡ʃ i s w a z i
chiswili	t͡ʃ i s w i l i
chita	t͡ʃ i t a
chitaabwa	t͡ʃ i t a a b w a
chitadzo	t͡ʃ i t a d͡z o
chitagu	t͡ʃ i t a ɡ u
chitai	t͡ʃ i t a i
chitaita	t͡ʃ i t a i t a
chitaitai	t͡ʃ i t a i t a i
chitaka	t͡ʃ i t a k a
chitakatira	t͡ʃ i t a k a t i r a
chitakunye	t͡ʃ i t a k u ɲ e
chital	t͡ʃ i t a l
chitamba	t͡ʃ i t a mb a
chitambara	t͡ʃ i t a mb a r a
chitambi	t͡ʃ i t a mb i
chitambira	t͡ʃ i t a mb i r a
chitambo	t͡ʃ i t a mb o
chitamhenyu	t͡ʃ i t a m̤ e ɲ u
chitanda	t͡ʃ i t a nd a
chitandiro	t͡ʃ i t a nd i r o
chitando	t͡ʃ i t a nd o
chitandu	t͡ʃ i t a nd u
chitangala	t͡ʃ i t a ŋɡ a l a
chitanhatu	t͡ʃ i t a n h a t u
chitapa	t͡ʃ i t a p a
chitara	t͡ʃ i t a r a
chitaraunene	t͡ʃ i t a r a u n e n e
chitare	t͡ʃ i t a r e
chitari	t͡ʃ i t a r i
chitarisiko	t͡ʃ i t a r i s i k o
chitaro	t͡ʃ i t a r o
chitarukani	t͡ʃ i t a r u k a n i
chitasa	t͡ʃ i t a s a
chitata	t͡ʃ i t a t a
chitate	t͡ʃ i t a t e
chitatu	t͡ʃ i t a t u
chitau	t͡ʃ i t a u
chitava	t͡ʃ i t a ʋ a
chiteka	t͡ʃ i t e k a
chitekere	t͡ʃ i t e k e r e
chiteketa	t͡ʃ i t e k e t a
chitekishi	t͡ʃ i t e k i ʃ i
chitele	t͡ʃ i t e l e
chitembwe	t͡ʃ i t e mb w e
chiteme	t͡ʃ i t e m e
chitemere	t͡ʃ i t e m e r e
chitemwiko	t͡ʃ i t e m w i k o
chitena	t͡ʃ i t e n a
chitende	t͡ʃ i t e nd e
chitendeko	t͡ʃ i t e nd e k o
chitenderano	t͡ʃ i t e nd e r a n o
chitendero	t͡ʃ i t e nd e r o
chitendeso	t͡ʃ i t e nd e s o
chitendwe	t͡ʃ i t e nd w e
chitenga	t͡ʃ i t e ŋɡ a
chitengu	t͡ʃ i t e ŋɡ u
chitengwa	t͡ʃ i t e ŋɡ w a
chitenhere	t͡ʃ i t e n h e r e
chitenje	t͡ʃ i t e nd͡ʒ e
chitepo	t͡ʃ i t e p o
chitera	t͡ʃ i t e r a
chitere	t͡ʃ i t e r e
chiterere	t͡ʃ i t e r e r e
chitesi	t͡ʃ i t e s i
chitete	t͡ʃ i t e t e
chiteteko	t͡ʃ i t e t e k o
chiteve	t͡ʃ i t e ʋ e
chitevere	t͡ʃ i t e ʋ e r e
chiteyo	t͡ʃ i t e j o
chiti	t͡ʃ i t i
chitiga	t͡ʃ i t i ɡ a
chitima	t͡ʃ i t i m a
chitimbe	t͡ʃ i t i mb e
chitindi	t͡ʃ i t i nd i
chitiyo	t͡ʃ i t i j o
chitofu	t͡ʃ i t o f u
chitoma	t͡ʃ i t o m a
chitomba	t͡ʃ i t o mb a
chitomborwizi	t͡ʃ i t o mb o r w i z i
chitonda	t͡ʃ i t o nd a
chitondedzo	t͡ʃ i t o nd e d͡z o
chitondo	t͡ʃ i t o nd o
chitonga	t͡ʃ i t o ŋɡ a
chitongandoga	t͡ʃ i t o ŋɡ a nd o ɡ a
chitonge	t͡ʃ i t o ŋɡ e
chitongo	t͡ʃ i t o ŋɡ o
chitono	t͡ʃ i t o n o
chitope	t͡ʃ i t o p e
chitoposa	t͡ʃ i t o p o s a
chitore	t͡ʃ i t o r e
chitoro	t͡ʃ i t o r o
chitoromani	t͡ʃ i t o r o m a n i
chitota	t͡ʃ i t o t a
chitotela	t͡ʃ i t o t e l a
chitototo	t͡ʃ i t o t o t o
chitowa	t͡ʃ i t o w a
chitsa	t͡ʃ i t͡s a
chitsadzvuku	t͡ʃ i t͡s a d͡zʷ u k u
chitsaka	t͡ʃ i t͡s a k a
chitsama	t͡ʃ i t͡s a m a
chitsari	t͡ʃ i t͡s a r i
chitsaru	t͡ʃ i t͡s a r u
chitsatsiruvara	t͡ʃ i t͡s a t͡s i r u ʋ a r a
chitsaya	t͡ʃ i t͡s a j a
chitseketo	t͡ʃ i t͡s e k e t o
chitseme	t͡ʃ i t͡s e m e
chitsere	t͡ʃ i t͡s e r e
chitsetserero	t͡ʃ i t͡s e t͡s e r e r o
chitsidzo	t͡ʃ i t͡s i d͡z o
chitsika	t͡ʃ i t͡s i k a
chitsinde	t͡ʃ i t͡s i nd e
chitsinha	t͡ʃ i t͡s i n h a
chitsitsi	t͡ʃ i t͡s i t͡s i
chitsitsinho	t͡ʃ i t͡s i t͡s i n h o
chitsoko	t͡ʃ i t͡s o k o
chitsonga	t͡ʃ i t͡s o ŋɡ a
chitsope	t͡ʃ i t͡s o p e
chitsora	t͡ʃ i t͡s o r a
chitsumbu	t͡ʃ i t͡s u mb u
chitsunge	t͡ʃ i t͡s u ŋɡ e
chitsungo	t͡ʃ i t͡s u ŋɡ o
chitsungu	t͡ʃ i t͡s u ŋɡ u
chitsuwa	t͡ʃ i t͡s u w a
chitsva	t͡ʃ i t͡sʷ a
chitsvatsva	t͡ʃ i t͡sʷ a t͡sʷ a
chitsvigiri	t͡ʃ i t͡sʷ i ɡ i r i
chitsvimbovarisa	t͡ʃ i t͡sʷ i mb o ʋ a r i s a
chitsvitso	t͡ʃ i t͡sʷ i t͡s o
chitsvitswa	t͡ʃ i t͡sʷ i t͡s w a
chitsvuku	t͡ʃ i t͡sʷ u k u
chitswa	t͡ʃ i t͡s w a
chitswana	t͡ʃ i t͡s w a n a
chitswiti	t͡ʃ i t͡s w i t i
chitubu	t͡ʃ i t u b u
chituko	t͡ʃ i t u k o
chituku	t͡ʃ i t u k u
chitukuko	t͡ʃ i t u k u k o
chitukura	t͡ʃ i t u k u r a
chitukuta	t͡ʃ i t u k u t a
chitukutuku	t͡ʃ i t u k u t u k u
chitumba	t͡ʃ i t u mb a
chitumbuka	t͡ʃ i t u mb u k a
chitumbura	t͡ʃ i t u mb u r a
chitumburira	t͡ʃ i t u mb u r i r a
chitumbuzenene	t͡ʃ i t u mb u z e n e n e
chituna	t͡ʃ i t u n a
chitunami	t͡ʃ i t u n a m i
chitunda	t͡ʃ i t u nd a
chitundu	t͡ʃ i t u nd u
chitundumusere	t͡ʃ i t u nd u m u s e r e
chitunganerujeko	t͡ʃ i t u ŋɡ a n e r u d͡ʒ e k o
chitungo	t͡ʃ i t u ŋɡ o
chitungu	t͡ʃ i t u ŋɡ u
chitungura	t͡ʃ i t u ŋɡ u r a
chitunguru	t͡ʃ i t u ŋɡ u r u
chitungwiza	t͡ʃ i t u ŋɡ w i z a
chitunha	t͡ʃ i t u n h a
chitupa	t͡ʃ i t u p a
chitura	t͡ʃ i t u r a
chituro	t͡ʃ i t u r o
chituru	t͡ʃ i t u r u
chituruki	t͡ʃ i t u r u k i
chituso	t͡ʃ i t u s o
chituta	t͡ʃ i t u t a
chituvi	t͡ʃ i t u ʋ i
chituwa	t͡ʃ i t u w a
chituwo	t͡ʃ i t u w o
chityu	t͡ʃ i t j u
chiumbu	t͡ʃ i u mb u
chiumbwa	t͡ʃ i u mb w a
chiundiza	t͡ʃ i u nd i z a
chiundu	t͡ʃ i u nd u
chiunga	t͡ʃ i u ŋɡ a
chiungamabari	t͡ʃ i u ŋɡ a m a b a r i
chiungamhenyu	t͡ʃ i u ŋɡ a m̤ e ɲ u
chiungo	t͡ʃ i u ŋɡ o
chiunguro	t͡ʃ i u ŋɡ u r o
chiuno	t͡ʃ i u n o
chiunye	t͡ʃ i u ɲ e
chiunzikiro	t͡ʃ i u nz i k i r o
chiunziko	t͡ʃ i u nz i k o
chiuru	t͡ʃ i u r u
chiurungwe	t͡ʃ i u r u ŋɡ w e
chiusiwa	t͡ʃ i u s i w a
chiutewe	t͡ʃ i u t e w e
chiuto	t͡ʃ i u t o
chiutsi	t͡ʃ i u t͡s i
chiuya	t͡ʃ i u j a
chiva	t͡ʃ i ʋ a
chivabvu	t͡ʃ i ʋ a b͡v u
chivabwa	t͡ʃ i ʋ a b w a
chivaka	t͡ʃ i ʋ a k a
chivakamberi	t͡ʃ i ʋ a k a mb e r i
chivakashure	t͡ʃ i ʋ a k a ʃ u r e
chivakwa	t͡ʃ i ʋ a k w a
chivamba	t͡ʃ i ʋ a mb a
chivanda	t͡ʃ i ʋ a nd a
chivande	t͡ʃ i ʋ a nd e
chivandire	t͡ʃ i ʋ a nd i r e
chivanga	t͡ʃ i ʋ a ŋɡ a
chivango	t͡ʃ i ʋ a ŋɡ o
chivangu	t͡ʃ i ʋ a ŋɡ u
chivanhu	t͡ʃ i ʋ a n h u
chivanze	t͡ʃ i ʋ a nz e
chivara	t͡ʃ i ʋ a r a
chivarange	t͡ʃ i ʋ a r a ŋɡ e
chivare	t͡ʃ i ʋ a r e
chivaru	t͡ʃ i ʋ a r u
chivaruro	t͡ʃ i ʋ a r u r o
chivasa	t͡ʃ i ʋ a s a
chivasi	t͡ʃ i ʋ a s i
chivata	t͡ʃ i ʋ a t a
chivaura	t͡ʃ i ʋ a u r a
chivavama	t͡ʃ i ʋ a ʋ a m a
chivavatara	t͡ʃ i ʋ a ʋ a t a r a
chivavaya	t͡ʃ i ʋ a ʋ a j a
chivaviro	t͡ʃ i ʋ a ʋ i r o
chivere	t͡ʃ i ʋ e r e
chiverengi	t͡ʃ i ʋ e r e ŋɡ i
chiverevere	t͡ʃ i ʋ e r e ʋ e r e
chivero	t͡ʃ i ʋ e r o
chiveuriso	t͡ʃ i ʋ e u r i s o
chiveve	t͡ʃ i ʋ e ʋ e
chivharo	t͡ʃ i v a r o
chivhenda	t͡ʃ i v e nd a
chivhinyu	t͡ʃ i v i ɲ u
chivhiyetinamu	t͡ʃ i v i j e t i n a m u
chivhu	t͡ʃ i v u
chivhunabadza	t͡ʃ i v u n a b a d͡z a
chivhunga	t͡ʃ i v u ŋɡ a
chivhungahwe	t͡ʃ i v u ŋɡ a h w e
chivhuni	t͡ʃ i v u n i
chivhuramabwe	t͡ʃ i v u r a m a b w e
chivhuramahwe	t͡ʃ i v u r a m a h w e
chivi	t͡ʃ i ʋ i
chividunda	t͡ʃ i ʋ i d u nd a
chividze	t͡ʃ i ʋ i d͡z e
chivimbiso	t͡ʃ i ʋ i mb i s o
chivindi	t͡ʃ i ʋ i nd i
chiviri	t͡ʃ i ʋ i r i
chivizhe	t͡ʃ i ʋ i ʒ e
chivongo	t͡ʃ i ʋ o ŋɡ o
chivono	t͡ʃ i ʋ o n o
chivungu	t͡ʃ i ʋ u ŋɡ u
chiwaka	t͡ʃ i w a k a
chiwamba	t͡ʃ i w a mb a
chiwambu	t͡ʃ i w a mb u
chiwana	t͡ʃ i w a n a
chiwandamira	t͡ʃ i w a nd a m i r a
chiwandika	t͡ʃ i w a nd i k a
chiwandire	t͡ʃ i w a nd i r e
chiwanga	t͡ʃ i w a ŋɡ a
chiwanika	t͡ʃ i w a n i k a
chiwanikwa	t͡ʃ i w a n i k w a
chiwanza	t͡ʃ i w a nz a
chiwanze	t͡ʃ i w a nz e
chiwanzwa	t͡ʃ i w a nz w a
chiwara	t͡ʃ i w a r a
chiware	t͡ʃ i w a r e
chiwarikwa	t͡ʃ i w a r i k w a
chiwaruka	t͡ʃ i w a r u k a
chiwasa	t͡ʃ i w a s a
chiwashira	t͡ʃ i w a ʃ i r a
chiwawa	t͡ʃ i w a w a
chiwawiro	t͡ʃ i w a w i r o
chiwaya	t͡ʃ i w a j a
